hours_since_cooking,initial_hours_at_room_temp,storage_location,cooling_method,observed_smell,observed_appearance,Spoilage_Index
71,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
4,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
39,39,Room Temperature,Not Applicable,Normal,Dull/Dry,2
69,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
58,58,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
32,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
23,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
54,54,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
59,4,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,2
33,4,Refrigerator,Cooled in shallow container,Normal,Dull/Dry,2
80,80,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
4,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
19,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
6,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
96,96,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
34,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
14,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
72,4,Refrigerator,Cooled in shallow container,Normal,Dull/Dry,2
15,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
8,8,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
56,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
60,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
74,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
54,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
60,4,Refrigerator,Cooled in shallow container,Stale/Slightly Off,Dull/Dry,2
49,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
76,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
74,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
21,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
81,81,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
93,4,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,2
36,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
71,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
66,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
2,0,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
28,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
45,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
24,24,Room Temperature,Not Applicable,Stale/Slightly Off,Normal/Glossy,2
59,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
30,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
40,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
6,6,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
20,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
70,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
12,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
57,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
29,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
82,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
38,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
34,34,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
13,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
45,4,Refrigerator,Left to cool in deep pot,Normal,Dull/Dry,2
74,74,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
20,4,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,2
89,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
72,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
5,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
80,80,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
38,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
43,43,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
18,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
52,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
6,4,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,2
85,85,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
53,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
45,45,Room Temperature,Not Applicable,Normal,Dull/Dry,2
95,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
64,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
39,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
40,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
29,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
84,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
16,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
83,83,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
37,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
93,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
22,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
3,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
86,4,Refrigerator,Left to cool in deep pot,Normal,Dull/Dry,2
72,72,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
57,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
75,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
7,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
23,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
80,80,Room Temperature,Not Applicable,Foul/Musty,Slimy/Discolored,3
81,4,Refrigerator,Cooled in shallow container,Stale/Slightly Off,Normal/Glossy,2
58,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
41,41,Room Temperature,Not Applicable,Stale/Slightly Off,Normal/Glossy,2
71,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
13,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
63,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
25,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
6,6,Room Temperature,Not Applicable,Normal,Dull/Dry,2
17,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
66,66,Room Temperature,Not Applicable,Foul/Musty,Slimy/Discolored,3
24,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
78,4,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Normal/Glossy,2
83,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
38,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
57,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
82,5,Refrigerator,Left to cool in deep pot,Normal,Dull/Dry,2
46,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
88,4,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,2
72,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
46,46,Room Temperature,Not Applicable,Normal,Dull/Dry,2
85,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
4,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
88,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
12,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
85,4,Refrigerator,Left to cool in deep pot,Normal,Dull/Dry,2
17,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
48,4,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Normal/Glossy,2
59,59,Room Temperature,Not Applicable,Foul/Musty,Slimy/Discolored,3
77,4,Refrigerator,Left to cool in deep pot,Normal,Dull/Dry,2
27,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
96,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
66,4,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,2
45,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
16,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
41,5,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,2
31,4,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,2
28,5,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,2
34,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
21,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
60,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
73,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
40,40,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
96,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
77,77,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
83,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
28,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
39,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
62,62,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
61,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
11,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
72,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
84,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
48,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
58,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
89,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
42,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
93,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
29,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
3,0,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
89,89,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
42,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
16,16,Room Temperature,Not Applicable,Normal,Dull/Dry,2
44,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
79,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
71,71,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
18,4,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,2
3,0,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
21,21,Room Temperature,Not Applicable,Normal,Dull/Dry,2
59,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
49,49,Room Temperature,Not Applicable,Stale/Slightly Off,Dull/Dry,2
93,93,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
26,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
46,46,Room Temperature,Not Applicable,Stale/Slightly Off,Normal/Glossy,2
40,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
70,70,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
80,80,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
52,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
48,48,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
45,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
19,19,Room Temperature,Not Applicable,Stale/Slightly Off,Dull/Dry,2
96,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
90,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
42,4,Refrigerator,Left to cool in deep pot,Normal,Dull/Dry,2
22,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
76,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
27,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
57,5,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,2
52,52,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
82,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
30,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
29,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
26,4,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,2
31,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
81,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
26,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
55,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
94,94,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
19,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
55,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
24,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
84,84,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
93,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
3,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
47,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
7,4,Refrigerator,Cooled in shallow container,Normal,Dull/Dry,2
75,4,Refrigerator,Cooled in shallow container,Normal,Dull/Dry,2
87,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
89,89,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
75,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
26,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
33,4,Refrigerator,Left to cool in deep pot,Normal,Dull/Dry,2
20,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
66,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
68,68,Room Temperature,Not Applicable,Foul/Musty,Slimy/Discolored,3
36,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
45,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
49,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
72,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
36,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
70,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
24,4,Refrigerator,Cooled in shallow container,Normal,Dull/Dry,2
86,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
51,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
69,69,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
73,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
24,4,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Normal/Glossy,2
79,79,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
55,55,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
69,69,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
35,35,Room Temperature,Not Applicable,Normal,Dull/Dry,2
16,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
22,22,Room Temperature,Not Applicable,Normal,Dull/Dry,2
1,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
10,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
25,4,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,2
93,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
18,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
58,4,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,2
69,69,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
68,68,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
52,52,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
31,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
17,17,Room Temperature,Not Applicable,Normal,Dull/Dry,2
45,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
94,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
78,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
13,4,Refrigerator,Cooled in shallow container,Normal,Dull/Dry,2
94,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
68,68,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
66,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
48,4,Refrigerator,Cooled in shallow container,Stale/Slightly Off,Normal/Glossy,2
57,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
66,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
66,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
91,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
62,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
74,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
13,4,Refrigerator,Left to cool in deep pot,Normal,Dull/Dry,2
22,22,Room Temperature,Not Applicable,Normal,Dull/Dry,2
17,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
38,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
18,18,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
92,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
32,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
13,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
50,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
14,3,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
31,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
37,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
60,5,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,2
63,2,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
12,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
36,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
76,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
54,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
44,2,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
75,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
13,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
33,4,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,2
67,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
2,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
66,66,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
8,5,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Normal/Glossy,2
81,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
95,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
58,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
88,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
87,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
76,1,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
59,3,Refrigerator,Left to cool in deep pot,Stale/Slightly Off,Dull/Dry,1
27,27,Room Temperature,Not Applicable,Stale/Slightly Off,Normal/Glossy,2
95,95,Room Temperature,Not Applicable,Foul/Musty,Visible Mold,4
67,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
51,51,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
92,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
66,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
21,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
74,3,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
14,2,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
65,65,Room Temperature,Not Applicable,Sour/Fermented,Slimy/Discolored,3
27,1,Refrigerator,Cooled in shallow container,Normal,Normal/Glossy,0
8,1,Refrigerator,Left to cool in deep pot,Normal,Normal/Glossy,0
13,13,Room Temperature,Not Applicable,Normal,Normal/Glossy,2
1,1,Room Temperature,Not Applicable,Normal,Normal/Glossy,0
