milk_type,days_since_open_or_purchase,was_boiled,storage_location,cumulative_hours_at_room_temp,observed_smell,observed_consistency,Spoilage_Index
Pasteurized (Pouch/Bottle),5,True,Refrigerator,1,Normal/Fresh,Normal/Smooth,1
UHT (Carton),4,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),12,True,Refrigerator,1,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),10,False,Refrigerator,0,Sour,Thicker than usual,2
Pasteurized (Pouch/Bottle),3,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),12,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),14,False,Refrigerator,1,Sour,Thicker than usual,2
UHT (Carton),7,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,8,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),7,True,Refrigerator,2,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),6,True,Refrigerator,1,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),9,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Raw/Loose,2,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),12,False,Refrigerator,0,Bitter/Unpleasant,Small Lumps,2
Raw/Loose,6,False,Refrigerator,0,Sour,Normal/Smooth,1
Pasteurized (Pouch/Bottle),11,False,Refrigerator,1,Bitter/Unpleasant,Small Lumps,2
Pasteurized (Pouch/Bottle),14,False,Refrigerator,1,Bitter/Unpleasant,Thicker than usual,2
Raw/Loose,8,True,Refrigerator,0,Sour,Normal/Smooth,1
Pasteurized (Pouch/Bottle),5,True,Refrigerator,1,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),3,False,Refrigerator,3,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),9,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
UHT (Carton),7,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
UHT (Carton),12,False,Refrigerator,2,Sour,Small Lumps,2
Pasteurized (Pouch/Bottle),13,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),12,False,Refrigerator,3,Bitter/Unpleasant,Thicker than usual,2
Pasteurized (Pouch/Bottle),1,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
UHT (Carton),13,False,Refrigerator,1,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),12,True,Refrigerator,1,Sour,Normal/Smooth,1
UHT (Carton),8,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),4,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),6,False,Refrigerator,2,Sour,Normal/Smooth,1
Raw/Loose,3,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
UHT (Carton),13,False,Refrigerator,0,Sour,Normal/Smooth,1
UHT (Carton),5,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
UHT (Carton),3,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),1,True,Refrigerator,1,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),4,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,1,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,3,True,Refrigerator,1,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),3,True,Refrigerator,1,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),9,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
UHT (Carton),0,False,Room Temperature,4,Sour,Normal/Smooth,1
UHT (Carton),0,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),3,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),0,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),4,True,Refrigerator,2,Normal/Fresh,Normal/Smooth,1
Raw/Loose,0,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
UHT (Carton),8,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),0,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),1,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
UHT (Carton),14,False,Refrigerator,0,Sour,Normal/Smooth,1
Raw/Loose,5,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Raw/Loose,2,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,11,True,Refrigerator,2,Sour,Small Lumps,2
UHT (Carton),5,False,Refrigerator,5,Bitter/Unpleasant,Thick Curds,2
Raw/Loose,11,True,Refrigerator,1,Bitter/Unpleasant,Thicker than usual,2
Pasteurized (Pouch/Bottle),7,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),11,True,Refrigerator,2,Sour,Small Lumps,2
Raw/Loose,6,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),4,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
UHT (Carton),12,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),3,True,Refrigerator,1,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),6,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),12,True,Refrigerator,0,Sour,Normal/Smooth,1
Pasteurized (Pouch/Bottle),8,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),5,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,13,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),8,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),10,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),5,True,Refrigerator,2,Normal/Fresh,Normal/Smooth,1
UHT (Carton),4,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
UHT (Carton),6,False,Refrigerator,1,Sour,Normal/Smooth,1
Pasteurized (Pouch/Bottle),11,True,Refrigerator,3,Sour,Small Lumps,2
Pasteurized (Pouch/Bottle),3,True,Refrigerator,1,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),12,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Raw/Loose,13,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),1,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
UHT (Carton),7,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),0,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,12,False,Refrigerator,0,Bitter/Unpleasant,Thicker than usual,2
Pasteurized (Pouch/Bottle),0,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),3,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),9,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),2,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),12,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),5,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),3,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,2,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),11,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),0,True,Room Temperature,8,Sour,Small Lumps,2
Pasteurized (Pouch/Bottle),4,True,Refrigerator,5,Sour,Small Lumps,2
UHT (Carton),7,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),10,True,Refrigerator,2,Sour,Small Lumps,2
Raw/Loose,12,False,Refrigerator,1,Rancid/Soapy,Small Lumps,2
Pasteurized (Pouch/Bottle),6,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),6,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),3,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
UHT (Carton),0,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
UHT (Carton),11,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Raw/Loose,3,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,11,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),3,False,Refrigerator,2,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),9,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),1,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,12,False,Refrigerator,1,Bitter/Unpleasant,Thicker than usual,2
UHT (Carton),2,False,Refrigerator,2,Normal/Fresh,Normal/Smooth,0
UHT (Carton),13,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Raw/Loose,10,True,Refrigerator,2,Sour,Small Lumps,2
Raw/Loose,2,True,Refrigerator,1,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),10,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),14,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
UHT (Carton),2,False,Refrigerator,2,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),9,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),13,True,Refrigerator,5,Sour,Thick Curds,2
UHT (Carton),12,False,Refrigerator,3,Sour,Small Lumps,2
Pasteurized (Pouch/Bottle),11,True,Refrigerator,3,Sour,Thick Curds,2
UHT (Carton),2,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),7,True,Refrigerator,3,Sour,Thick Curds,2
UHT (Carton),2,False,Refrigerator,3,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),2,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),3,False,Refrigerator,5,Sour,Small Lumps,2
Raw/Loose,6,True,Refrigerator,2,Normal/Fresh,Normal/Smooth,1
UHT (Carton),9,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),7,False,Refrigerator,1,Normal/Fresh,Normal/Smooth,1
UHT (Carton),3,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),12,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Raw/Loose,10,True,Refrigerator,3,Sour,Thick Curds,2
Raw/Loose,9,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),5,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),0,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),0,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),8,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),14,True,Refrigerator,1,Bitter/Unpleasant,Small Lumps,2
Raw/Loose,0,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),4,False,Refrigerator,2,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),6,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),0,True,Room Temperature,7,Sour,Small Lumps,2
Pasteurized (Pouch/Bottle),2,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,2,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),11,False,Refrigerator,0,Bitter/Unpleasant,Small Lumps,2
Pasteurized (Pouch/Bottle),11,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),11,False,Refrigerator,0,Sour,Thicker than usual,2
Pasteurized (Pouch/Bottle),6,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),5,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Raw/Loose,4,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),5,True,Refrigerator,2,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),2,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,0,True,Room Temperature,6,Sour,Small Lumps,2
UHT (Carton),9,False,Refrigerator,2,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),12,True,Refrigerator,1,Normal/Fresh,Normal/Smooth,1
UHT (Carton),8,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,13,False,Refrigerator,0,Sour,Thicker than usual,2
Raw/Loose,14,False,Refrigerator,1,Bitter/Unpleasant,Thicker than usual,2
Pasteurized (Pouch/Bottle),5,True,Refrigerator,1,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),2,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
UHT (Carton),1,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
UHT (Carton),1,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),5,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),5,True,Refrigerator,2,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),13,False,Refrigerator,1,Sour,Small Lumps,2
Pasteurized (Pouch/Bottle),3,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,1,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),9,True,Refrigerator,2,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),6,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
UHT (Carton),7,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,10,True,Refrigerator,0,Sour,Normal/Smooth,1
Raw/Loose,11,False,Refrigerator,1,Rancid/Soapy,Thicker than usual,2
Raw/Loose,6,True,Refrigerator,3,Sour,Thick Curds,2
Raw/Loose,4,False,Refrigerator,2,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),3,True,Refrigerator,2,Sour,Normal/Smooth,1
UHT (Carton),12,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),7,True,Refrigerator,1,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),1,True,Refrigerator,1,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),0,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),14,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
UHT (Carton),11,False,Refrigerator,1,Sour,Normal/Smooth,1
Pasteurized (Pouch/Bottle),11,True,Refrigerator,0,Sour,Normal/Smooth,1
Raw/Loose,8,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,13,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),5,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),4,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),0,True,Room Temperature,7,Sour,Small Lumps,2
Pasteurized (Pouch/Bottle),8,True,Refrigerator,0,Sour,Normal/Smooth,1
Pasteurized (Pouch/Bottle),3,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),3,True,Refrigerator,2,Normal/Fresh,Normal/Smooth,1
Raw/Loose,0,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),11,False,Refrigerator,0,Bitter/Unpleasant,Small Lumps,2
Raw/Loose,8,True,Refrigerator,3,Sour,Small Lumps,2
UHT (Carton),4,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),11,True,Refrigerator,2,Sour,Small Lumps,2
Pasteurized (Pouch/Bottle),3,True,Refrigerator,1,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),7,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
UHT (Carton),6,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,13,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Raw/Loose,11,True,Refrigerator,2,Sour,Thick Curds,2
Pasteurized (Pouch/Bottle),7,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),4,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,10,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Raw/Loose,11,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),2,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),9,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),2,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),8,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
UHT (Carton),3,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),7,False,Refrigerator,2,Sour,Thick Curds,2
Pasteurized (Pouch/Bottle),1,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,5,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),8,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Raw/Loose,6,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,7,True,Refrigerator,3,Sour,Normal/Smooth,1
Raw/Loose,7,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),4,True,Refrigerator,1,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),1,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,2,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),2,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),6,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),8,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),9,True,Refrigerator,1,Normal/Fresh,Normal/Smooth,1
Raw/Loose,7,False,Refrigerator,2,Sour,Small Lumps,2
Pasteurized (Pouch/Bottle),7,True,Refrigerator,1,Normal/Fresh,Normal/Smooth,1
Raw/Loose,6,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),4,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,6,True,Refrigerator,2,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),8,False,Refrigerator,3,Sour,Small Lumps,2
UHT (Carton),10,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),2,True,Refrigerator,1,Normal/Fresh,Normal/Smooth,0
UHT (Carton),7,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),12,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),6,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),3,True,Refrigerator,2,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),14,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),5,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),11,False,Refrigerator,2,Bitter/Unpleasant,Thicker than usual,2
Pasteurized (Pouch/Bottle),6,False,Refrigerator,2,Sour,Small Lumps,2
Raw/Loose,0,True,Room Temperature,11,Sour,Small Lumps,2
Pasteurized (Pouch/Bottle),6,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
UHT (Carton),12,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),6,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),7,True,Refrigerator,2,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),0,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,13,False,Refrigerator,0,Bitter/Unpleasant,Thicker than usual,2
UHT (Carton),4,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),9,True,Refrigerator,0,Sour,Normal/Smooth,1
Raw/Loose,7,True,Refrigerator,5,Sour,Small Lumps,2
Raw/Loose,13,True,Refrigerator,1,Bitter/Unpleasant,Small Lumps,2
Raw/Loose,7,False,Refrigerator,1,Normal/Fresh,Normal/Smooth,1
UHT (Carton),1,False,Refrigerator,1,Normal/Fresh,Normal/Smooth,0
UHT (Carton),4,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
UHT (Carton),9,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
UHT (Carton),7,False,Refrigerator,1,Normal/Fresh,Normal/Smooth,1
Raw/Loose,0,False,Room Temperature,3,Normal/Fresh,Normal/Smooth,1
Raw/Loose,2,False,Refrigerator,1,Normal/Fresh,Normal/Smooth,0
Raw/Loose,10,True,Refrigerator,1,Sour,Normal/Smooth,1
Pasteurized (Pouch/Bottle),4,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
UHT (Carton),7,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),2,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),12,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
UHT (Carton),5,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),11,False,Refrigerator,0,Bitter/Unpleasant,Thicker than usual,2
UHT (Carton),8,False,Refrigerator,2,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),0,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,8,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),11,False,Refrigerator,0,Bitter/Unpleasant,Small Lumps,2
Raw/Loose,9,False,Refrigerator,1,Bitter/Unpleasant,Thicker than usual,2
Pasteurized (Pouch/Bottle),8,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
UHT (Carton),2,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,1,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),5,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,13,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),10,False,Refrigerator,0,Bitter/Unpleasant,Small Lumps,2
Raw/Loose,3,True,Refrigerator,2,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),10,False,Refrigerator,0,Bitter/Unpleasant,Thicker than usual,2
Pasteurized (Pouch/Bottle),14,True,Refrigerator,2,Rancid/Soapy,Thicker than usual,2
Pasteurized (Pouch/Bottle),1,True,Refrigerator,1,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),13,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),12,False,Refrigerator,3,Bitter/Unpleasant,Thicker than usual,2
Pasteurized (Pouch/Bottle),2,True,Refrigerator,3,Normal/Fresh,Normal/Smooth,1
Raw/Loose,1,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,1,True,Refrigerator,1,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),11,False,Refrigerator,0,Rancid/Soapy,Thicker than usual,2
Pasteurized (Pouch/Bottle),14,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
UHT (Carton),6,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,7,False,Refrigerator,2,Bitter/Unpleasant,Small Lumps,2
UHT (Carton),0,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
UHT (Carton),11,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),11,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),12,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),5,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),3,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
UHT (Carton),12,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),6,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
UHT (Carton),5,False,Refrigerator,1,Normal/Fresh,Normal/Smooth,0
Raw/Loose,4,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,7,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),7,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Raw/Loose,8,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
UHT (Carton),3,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),9,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
Raw/Loose,13,False,Refrigerator,0,Sour,Thicker than usual,2
Raw/Loose,4,True,Refrigerator,2,Sour,Normal/Smooth,1
Pasteurized (Pouch/Bottle),14,True,Refrigerator,5,Sour,Small Lumps,2
Raw/Loose,13,True,Refrigerator,3,Sour,Small Lumps,2
Pasteurized (Pouch/Bottle),14,False,Refrigerator,0,Bitter/Unpleasant,Small Lumps,2
Pasteurized (Pouch/Bottle),3,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),2,False,Refrigerator,2,Normal/Fresh,Normal/Smooth,1
Pasteurized (Pouch/Bottle),11,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,1
UHT (Carton),0,False,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
Pasteurized (Pouch/Bottle),4,True,Refrigerator,0,Normal/Fresh,Normal/Smooth,0
